Name,Reviews_Count,Followers,Rating,Review,Processed_Review,Sentiment,Issue_Category,Topic
Soumili Banerjee,0 reviews,67 Followers,5.0,"Absolutely lovee this place. Good coffee n affordable. Best papaparoti 🤍 n the sweetest staff. Special shoutout to Asif for always smiling n remembering our coffee preference. If u r having a bad day, this place can bring a smile.",absolutely lovee good coffee n best papaparoti n sweetest special shoutout asif always smiling n remembering coffee u r bad place bring,Positive,"Food Quality, Location",Service
Bhumish Gulati,0 reviews,0 Followers,5.0,"Asif sheikh
Very good service and a very humble man",asif sheikh good service humble man,Positive,Service,Service
Uzmaa,0 reviews,61 Followers,5.0,,nan,Neutral,General,Food
Uzmaa,0 reviews,61 Followers,5.0,,nan,Neutral,General,Food
Aadil Rahiman,0 reviews,0 Followers,5.0,Asif was very helpful,asif helpful,Neutral,General,Service
Diya,0 reviews,0 Followers,5.0,great and warm service! amazing coffee👍,great warm amazing,Positive,General,Location
Megha,0 reviews,67 Followers,5.0,"Amazing Coffee !
Loved the ambience ♥️

Asif Shaikh was our attendant",amazing coffee loved ambience asif shaikh attendant,Positive,"Food Quality, Location",Service
Aditya,0 reviews,1 Followers,5.0,"I come here every night.

Asif Sheikh knows how to make a great hot chocolate!",come every asif sheikh knows make great hot,Positive,General,Location
Krish Jain,0 reviews,0 Followers,5.0,"The coffee is amazing and the service is amazing, the server was Asif and was really polite",coffee amazing service server asif really polite,Positive,"Service, Food Quality",Service
Neha,0 reviews,114 Followers,5.0,"service - was excellent they customized to our liking but coffee we had was ok.
ambience- sitting is not too pleasant. seems like the hotel reception staff is sitting with you. they should change arrangements. Other outside guests coming for rooms/hotel inquiry are also next to you.
coffee- maybe our choice was not right - South Indian filter coffee frappe was highly recommended by staff. it was sweet, thick, creamy but artificial creaminess type with thickner Or emulsifier. made with ready frappe mix, didn't enjoy the texture n it was too heavy.",service excellent customized liking coffee sitting seems like hotel reception staff sitting change outside guests coming inquiry also next maybe choice right south indian filter coffee frappe highly recommended creamy artificial creaminess type thickner made ready frappe enjoy texture n,Positive,"Service, Food Quality",Food
Sapna Bhattacharya,0 reviews,0 Followers,5.0,"A quaint place in the premises of Juhu Residency, this place surprised me. Asif Shaikh gave us impeccable service. He took care the coffee was as we like to have it. You are served complimentary banana chips the moment you seat yourself. My suggestion - serve your coffee with plant based milk also. Indoor seating is limited but there is ample tables on the curbside. A cafe one will love to go back to.",quaint place premises juhu place surprised asif shaikh gave us impeccable took care coffee like served complimentary banana chips moment seat suggestion serve coffee plant based milk indoor seating limited ample tables cafe one love go back,Positive,"Food Quality, Location",Food
Hoshedar,0 reviews,4 Followers,5.0,"Not only was the coffee excellent, the service was excellent too. there's a young lady and a man at the counter, who were both extremely pleasant, heard my kid just mention he's hungry, and gave some complimentary banana wafers. That's next level customer care.",coffee service excellent young lady man extremely heard kid mention gave complimentary banana next level customer,Positive,"Service, Food Quality",Service
Sheamak,0 reviews,40 Followers,5.0,Had an iced latte and a filter coffee with some savouries which was fresh and tasty...definitely shall visit again. Recomendations by Sabeena what to order and courtesy by other staff was helpful.,iced latte filter coffee savouries fresh shall visit recomendations sabeena order courtesy staff,Positive,"Service, Food Quality",Food
Aditi Karandikar,0 reviews,1 Followers,5.0,It was supposed to be a vietnamese coffee and did not taste like one at all. Tasted like normal cold coffee with vanilla icecream instead of the condensed milk!,supposed vietnamese coffee taste like one tasted like normal cold coffee vanilla icecream instead condensed,Negative,Food Quality,Timing
Nilesh,0 reviews,0 Followers,5.0,Very cold and stale … also very small size…. Give me refund,cold stale also small give refund,Negative,General,Timing
Sonia,0 reviews,0 Followers,5.0,"The signature cold coffee is so different and delicious. Sabina was absolutely the nicest staffer I've come across and got all our requirements (no sugar, less sugar) just on point!",signature cold coffee different sabina absolutely nicest staffer come across got requirements less,Negative,"Service, Food Quality",Service
Neeta Merchant,0 reviews,12 Followers,1.0,Asif Sheik was great ...my coffee was perfect !!!,asif sheik great coffee perfect,Positive,Food Quality,Service
Bhavya,0 reviews,0 Followers,1.0,,nan,Neutral,General,Food
Manali Vora,0 reviews,5 Followers,1.0,"One of the best 24x7 open places in Mumbai. The food is brilliant. It's vegan friendly, they serve delicious coffees - they can make them sugarfree, vegan, what you may. They also offer tasters before serving the full beverage so that you can modify it to your taste. The service is super nice too.",one best open places food vegan serve delicious coffees make also offer tasters serving full beverage modify service super nice,Positive,"Service, Food Quality, Location",Service
Ali Dadarkar,0 reviews,52 Followers,1.0,Took my order and didn’t deliver my coffee,took order deliver coffee,Neutral,Food Quality,Food
Aditya Poojary,0 reviews,33 Followers,1.0,The baked vada pav and calzone were refrigerator cold. The boxes they were sent in felt like they were directly removed from the refrigerator and sent. This also means they werent freshly prepared. this is unacceptable. These guys were so lazy they coudnt even warm the food in a microwave and send it.,baked vada pav calzone refrigerator boxes sent felt like directly removed refrigerator also means werent freshly guys lazy coudnt even warm food microwave send,Positive,Food Quality,Food
Aditya Poojary,0 reviews,33 Followers,5.0,,nan,Neutral,General,Food
Raj,0 reviews,22 Followers,5.0,"Iv visited ettara 3-4 times and the coffee there is amazing. We tried almond frappe, madagaskar chocolate frappe, kappucino. Its really really good. Staff is very courteous and make you taste the coffee before serving.
Must visit if you are a coffee lover",iv visited ettara times coffee tried almond madagaskar chocolate really really staff courteous make taste coffee must visit coffee lover,Positive,"Service, Food Quality",Location
Milan,0 reviews,0 Followers,5.0,"""Sameena at Ttarra was a delight! Her kindness and great service made our visit special. We'll definitely be back for both the coffee and her friendly hospitality.""",ttarra kindness great service made visit definitely back coffee friendly,Positive,"Service, Food Quality",Service
Suraj R,0 reviews,1 Followers,5.0,Sabina was extremely sweet and very courteous,sabina extremely sweet courteous,Positive,General,Location
Rohini Singh,0 reviews,36 Followers,5.0,"Great food, coffee and service!

Sabina helped us choose our beverages and provided great inputs. She was also very accommodating since we had a toddler with us and provided special assistance to ensure we were comfortable!",great coffee sabina helped us choose beverages provided great also accommodating since toddler us provided special assistance ensure,Positive,Food Quality,Service
Siddharth,0 reviews,211 Followers,5.0,Great service by Asif and Sonalika. Always been a pleasure here at Etarra.,great service asif always pleasure,Positive,Service,Service
Poonam Gianani,0 reviews,14 Followers,5.0,"We were attended by Sabina, and she was really really sweet🥰She gave us spicy and salted banana chips to have with the coffee as complimentary. Also, she gave us tasters for our drinks in case we want to make any modification.
I loved how they have a curated playlist on their coaster, you can scan the barcode and listen to some soothing music which really goes with the vibe of the cozy cafe.
Great service and good really good coffee.
I had the South Indian Frappe and it was yum✨",attended really really gave us spicy salted banana chips coffee gave us tasters drinks case want make loved curated playlist scan barcode listen soothing music really goes vibe cozy great service good really good south indian frappe,Positive,"Service, Food Quality, Location",Food
Tanyaarora1216,0 reviews,1 Followers,5.0,The coffee ordered was too good . Sabina made sure that it’s made as per our taste and was very courteous.,coffee ordered good sabina made sure made per taste,Positive,Food Quality,Food
Haripriya Jalan,0 reviews,0 Followers,5.0,,nan,Neutral,General,Food
Haripriya Jalan,0 reviews,0 Followers,5.0,,nan,Neutral,General,Food
Sharmishtha Ranade,0 reviews,2 Followers,4.0,"amazing hospitality and service by Sabina, Asif, Kundan, Preeti and Sakshi. Ask the Barista for their recommendations and what they serve you is delicious! Have already been here 4 times and looking forward to more!",amazing hospitality service preeti ask barista recommendations serve already times looking forward,Positive,Service,Timing
Haripriya Jalan,0 reviews,0 Followers,4.0,,nan,Neutral,General,Food
Tanushkaa Nagpal,0 reviews,0 Followers,4.0,"The staff was really really sweet!!! A massive thank you to Sabina, Sakshi, Kundan, Asif and Preeti for their hospitality :)
One of my favourite gesture was when I got to taste my coffee before they served it to me.
An excellent experience and highly recommended 🫶🏻",staff really really massive thank asif preeti hospitality one favourite gesture got taste coffee served excellent experience highly recommended,Positive,"Service, Food Quality",Service
Vinesh Vajani,0 reviews,101 Followers,4.0,I highly recommend this place...it's a very small seating place but the service was top notch. The person who served us was Sabina and she was very friendly and made amazing Coffee,highly recommend small seating place service top person served us sabina friendly made amazing coffee,Positive,"Service, Food Quality, Location",Service
Chintan Patwa,0 reviews,32 Followers,4.0,Great coffee. Good ambiance with prompt service. Sabina was fantastic with the service and coffee,great good ambiance prompt sabina fantastic service coffee,Positive,"Service, Food Quality",Service
Pooja Lodha,0 reviews,1 Followers,5.0,Great service by Sabina!!,great service,Positive,Service,Service
Radhika Nadkarni Dalvi,0 reviews,93 Followers,5.0,Thankyou Sakshi for the delightful experience and amazing cold coffee.... 👌🏻❤️,thankyou sakshi delightful experience amazing cold,Positive,General,Timing
Novia Vaz Nair,0 reviews,1 Followers,5.0,"loved the cafe vibe , cold coffees, chocolate cookies. Our server (sakshi) had a very warm & welcoming vibe.",loved cafe vibe cold chocolate server warm welcoming,Positive,General,Service
Sandeep Roy,0 reviews,49 Followers,5.0,"Iced Latte
Excellent coffee as always.
Writing Reviews - Single dish order names must be mentioned as Zomato does Not include them by default 😔
Packaging was also good this time, otherwise the cup foil peel-off can bend cup out of shape and spill contents as glue is very strong.
Good Stuff!",iced latte excellent coffee writing reviews single dish order names must mentioned zomato include default packaging also good otherwise cup foil bend cup shape spill contents glue good,Positive,"Food Quality, Location",Food
Dashang,0 reviews,3 Followers,5.0,"Visited this place on a Saturday night. Amazing food, really good coffee to sip on and the vibe of the place is 👍🏻",visited place saturday amazing really good coffee sip vibe place,Positive,"Food Quality, Location",Service
Hiba Sekkeh,0 reviews,28 Followers,5.0,"Visited the place after seeing so many good reviews. While the coffee is good and the range of bakery items interesting, there is absolutely no proper provision to sit.
The 2 indoor tables are literally in the reception area of the Hotel where Hotel residents keep coming and going for their keys, check in etc.
The outdoor seating is on the footpath of the Hotel! With an extended shade it’s made to look like an outdoor area but you will have passers by walking next to your table.",visited place seeing many good coffee good range bakery items absolutely proper provision indoor tables literally reception area hotel hotel residents keep coming going check outdoor seating footpath extended shade made look like outdoor area passers walking next,Positive,"Food Quality, Location",Food
Harsh Raikwar,0 reviews,0 Followers,5.0,"good quality coffee,
well assisted by Sakshi and Asif.
must visit",good quality well assisted sakshi must visit,Positive,General,Service
Varun Parmar,0 reviews,29 Followers,5.0,"Unpaid review .. follow for more authentic recommendations.

Overall 4/5

Went here on a Sunday afternoon",unpaid review follow authentic overall went sunday afternoon,Positive,Location,Food
Tanvi Chheda,0 reviews,120 Followers,5.0,Great coffee! Great service. We were served by Sabina.,great great served,Positive,General,Location
Pushpak B,0 reviews,0 Followers,5.0,,nan,Neutral,General,Food
Uzmaa,0 reviews,61 Followers,5.0,,nan,Neutral,General,Food
Pooja Jain,0 reviews,16 Followers,5.0,"The coffee is to die for .. and special kudos to Sabina. She is always cheerful, patient and takes extra care to ensure u get your perfect coffee. My coffee is usually not the OTC types and is usually customised and each time she has made it perfectly .. snd she is super honest .. if you forget something she will ensure that it is kept safe ….thank you Sabina … keep up the good work 😊",coffee die special kudos always patient takes extra care ensure u get perfect coffee usually otc types usually customised time made perfectly snd super honest forget something ensure kept safe sabina keep good work,Positive,Food Quality,Food
Sumit Pawar,0 reviews,32 Followers,5.0,This place is part of Juhu Residency Boutique Hotel. It has seating inside and outside. Cute and sweet coffee place. I had hot chocolate and it was good. It’s bit expensive as compared to service. Overall good experience.,place part juhu residency boutique seating inside cute sweet coffee hot chocolate bit expensive compared overall good,Positive,"Food Quality, Location",Service
Uzmaa,0 reviews,61 Followers,5.0,,nan,Neutral,General,Food
Mithila Menezes,0 reviews,63 Followers,5.0,"Thank you Sabina for your amazing recommendations! Loved the South Indian Filter coffee frappe and Nariyal Irish Cream frappe recommended by her.

Service is amazing, with fried banana chips and water bottles complimentary along with every order. Makes you feel right at home.

Hope the Malnad Tonic is back in stock soon, till then, a regular customer!",thank sabina amazing loved south indian filter coffee frappe nariyal irish cream frappe recommended service fried banana chips water bottles complimentary along every makes feel right hope malnad tonic back stock till regular,Positive,"Service, Food Quality, Timing",Food
Ketan Shah,0 reviews,2 Followers,5.0,received the cappuccino without sugar !?,received cappuccino without sugar,Neutral,General,Service
Nachiket Huilgol,0 reviews,93 Followers,5.0,,nan,Neutral,General,Food
Aryan Agarwal,0 reviews,3 Followers,5.0,A perfect coffee house with amazing coffee and a new concept!!,perfect coffee house amazing coffee new,Positive,Food Quality,Service
Pratik Bijlani,0 reviews,16 Followers,5.0,"Ordering my morning breakfast from here was the best decision I have made in a while. The baked vada pav is ingenious, all the goodness of a vada pav in a bun form. Delicious and surprisingly filling. The berliner was really tasty filled with goey creamy goodness,but I'd order at least 3 of these next time to make up for the size, it's a bit small. And thank you for the banana chips, they added finely with my overall experience, thank you for making my morning such a pleasure.",ordering morning breakfast best decision made baked vada pav goodness vada pav bun delicious surprisingly berliner really tasty filled goey creamy order least next time make bit thank banana added finely overall thank making morning,Positive,"Food Quality, Timing",Food
Maheshseth293,0 reviews,0 Followers,5.0,Ettara is one of the finest aromatic coffee in Mumbai.. Specially made by Ms. Sabeena she has the right and perfect knowledge of the taste you want...,ettara one finest aromatic coffee specially made sabeena right perfect knowledge taste,Positive,Food Quality,Location
Sudhir Patkar,0 reviews,21 Followers,1.0,Excellent experience at Ettarra The coffee was awesome and the service experience was totally outstanding with Sabina around she gave us an amazing service and made us feel totally special kudos to her !!!,excellent experience ettarra coffee awesome service experience totally outstanding sabina around gave us amazing service made us feel totally special kudos,Positive,"Service, Food Quality",Service
Jasdeep Singh,0 reviews,143 Followers,1.0,"Brilliant food, brilliant cookies, awesome madagascar choco coffee.
Big ups to sabina for being so wholesome and vibrant while serving.",brilliant brilliant awesome madagascar choco big ups sabina wholesome vibrant,Positive,General,Service
Rishikesh Singh Kalsi,0 reviews,0 Followers,1.0,"Ettarra is pure love! It’s comfort and warmth wrapped in a cup of coffee.

Sabina blends her love with that amazing smile in every cup she serves. It just makes ettarra feel more like home than just a cafe! ❤️❤️❤️",ettarra pure comfort warmth wrapped cup sabina blends love amazing smile every cup makes ettarra feel like home,Positive,General,Food
Shivani Thakare,0 reviews,4 Followers,1.0,Visited here for a quick coffee break and the filter coffee was amazing. The staff is very cooperative thanks to Sabina for her amazing service!,visited quick coffee break filter coffee staff cooperative thanks sabina amazing,Positive,"Service, Food Quality, Timing",Location
Shruti Chaudhari,0 reviews,1 Followers,1.0,spoiled milk in coffee. spillage issue. half quantity of cup,spoiled milk spillage half quantity cup,Negative,General,Food
Damini Rupani,0 reviews,51 Followers,5.0,"Very nice pleasant place, with wonderful staff, specially Sabina.
Made our Sunday so much sweeter. Will surely keep revisiting for amazing desserts and coffees. ❤️",nice pleasant wonderful specially made sunday much surely keep revisiting amazing desserts,Positive,General,Location
Sangeeta Singh,0 reviews,0 Followers,5.0,,nan,Neutral,General,Food
Gaganpreet Aneja,0 reviews,55 Followers,5.0,"Hopped on to this quaint little place on a cloudy day and were greeted pleasantly by Sabina, who not only serves great coffee but also smiles to dim your dull moment if you’re having one. Loved the baked vada pav she recommended. Would love to visit again!",hopped quaint little place cloudy day greeted pleasantly serves great coffee also smiles dim dull moment loved baked vada pav would love visit,Positive,"Food Quality, Location",Food
Khyati Shah,0 reviews,1 Followers,5.0,"Finally some real coffee☕️ The place is so cozy and the staff is so warm, generous and courteous. They give you a taster to check if your coffee is right and then serve the coffee. Sabina, especially is ever smiling and makes sure you have your perfect Cuppa!!! And, the yummy banana chips that accompanies your coffee is irresistible. Oh yes, their paparoti freshly baked out of the oven is 10/10❣️",finally real place cozy staff generous give taster check coffee right serve especially ever smiling makes sure perfect yummy banana chips accompanies coffee oh paparoti freshly baked oven,Positive,"Service, Food Quality, Location",Location
Deepshikha Jain,0 reviews,53 Followers,5.0,"it's time to review this beautiful little coffee place, which has become my favourite stop on my way to work. The coffee is great but what is better is the generous staff. you ask for one chip, they will give you a bowl, just to taste. You tell them you like your coffee strong, they will literally add three times more coffee than their usual, just because.
And they will always, always smile. They usually turn a bad morning into a good one just by being generous and kind.",time review beautiful little coffee become favourite stop way coffee great better generous ask one give tell like coffee literally add three times coffee always usually turn bad morning good one generous,Positive,"Food Quality, Location",Food
Sneha Suresh,0 reviews,5 Followers,5.0,"Absolutely loved discovering this quaint little place in the heart of Juhu. To die for filter coffee and banana chips. Thank you Sabina for such wonderful service and company. Loved your playlist, made for the perfect companion in the rains ❤️",absolutely loved discovering quaint little place heart die filter coffee banana thank sabina wonderful service loved made perfect companion rains,Positive,"Service, Food Quality, Location",Food
Vidhee Chamaria,0 reviews,8 Followers,5.0,I love their coffee. They serve banana chips along with it (even that’s tasty)..must try their crinkle cookies. Ms.Sabina is very courteous and serves us with a smile always!,love serve banana chips along try crinkle courteous serves us smile,Positive,Timing,Location
Satinder Kaur,0 reviews,6 Followers,5.0,"We had wonderful time at Ettarra. Sabina was really polite, attentive and hospitable. This was my first visit based on my friend recommendation. Their filter coffee and banana chips. took me back to lanes of Kerala. Their choclate cookies melts in the mouth. Overall 9.5/10. 0.5 deducted as i strongly believe tips is by choice and not be added in the UPI payment by default. Though the biller definitely offered to cancel tips pay post confrontation, point is why are by default without informing customer by default. Such discussion leaves a bitter taste after a wonderful experience service given by folks Sabina.",wonderful time sabina really attentive first visit based friend filter coffee banana took back lanes choclate cookies melts overall deducted strongly believe tips choice added upi payment though biller definitely offered cancel tips pay post point default without informing customer discussion leaves bitter taste wonderful experience service given folks,Positive,"Service, Food Quality",Food
Ruchita Dargar,0 reviews,99 Followers,5.0,We had a lovely time. Sabina and Deepak really helped us throughout. And the coffee there is worth it and value for the price!,lovely sabina deepak really helped us coffee worth value,Positive,Food Quality,Location
Suchita Javadekar,0 reviews,18 Followers,5.0,one of the few places I loved the filter coffee ..just amazing,one places loved filter coffee amazing,Positive,"Food Quality, Location",Service
Anant Mitra,0 reviews,0 Followers,5.0,"Sabina helped us pick our coffee and customised its taste to our specific liking. Very professional yet warm and amicable service.
The Spicy Banana Chips is a must try along with the coffees that the cafe offers.

Thank you Sabina for assisting us. We had a lovely experience at Ettarra!",sabina helped us pick coffee customised taste specific professional yet warm amicable spicy banana chips must try along coffees cafe thank sabina assisting lovely experience,Positive,"Food Quality, Timing",Location
Yash Bahuguna,0 reviews,0 Followers,5.0,Loved the fact that they serve their coffees with a side of banana chips.,loved fact serve coffees side banana,Positive,Food Quality,Location
Hemant Bhandari,0 reviews,9 Followers,5.0,Sabina was amazing. Helped in sleeping the perfect coffee.,sabina helped sleeping perfect,Positive,General,Location
Shraddha Shah,0 reviews,0 Followers,5.0,very good service. especially Sabina is very thoughtful and hospitable.,good especially sabina thoughtful,Positive,General,Location
Mausam Desai,0 reviews,3 Followers,5.0,,nan,Neutral,General,Food
Swati,0 reviews,5 Followers,4.0,"We had a lovely time at Ettarra. The service was really nice, and the staff was kind. The coffee was great. It is a must try. Really aesthetic",lovely time service really staff coffee must really aesthetic,Positive,"Service, Food Quality",Service
H A,0 reviews,98 Followers,4.0,"Great coffee, better than third wave and Starbucks nearby. Their coffee tasted freshly roasted and smooth.


The waitress suggested we try their papa roti and it was so good we took 2 for take away. Buttery smooth inside with a crisp outer layer made of powdered cinnamon.


I left my cash at home and my International credit card would not work with their machine. Deepak was super kind and insisted that I come back and pay them whenever I can. 5 star service right there.


Cafe dining space is literally inside a hotel lobby. Only two tables.",great better third wave starbucks coffee tasted freshly roasted waitress suggested try papa roti good took take buttery smooth inside crisp outer layer made powdered left cash home international credit card would work deepak super kind insisted come back pay whenever star service right cafe dining space literally inside hotel two,Positive,"Service, Food Quality",Timing
Samarth Talpade,0 reviews,5 Followers,4.0,,nan,Neutral,General,Food
Krishna,0 reviews,5 Followers,4.0,Amazing coffee place and amazing service by Safina! Thank you :),amazing coffee place amazing service thank,Positive,"Service, Food Quality, Location",Service
Annette Tennyson,0 reviews,0 Followers,4.0,the cups in which order was delivered was very feeble. they were bending by the time it got delivered to us and delivery time was 25 mins,cups order delivered bending time got delivered us delivery time mins,Neutral,General,Food
Parv Vats,0 reviews,8 Followers,5.0,,nan,Neutral,General,Food
Bala Mehta,0 reviews,0 Followers,5.0,"Definitely one of the best coffee's I've had.,staff is amazing( forgot my mobile and packet there but they were quick to have spotted it) - brownie points for Sabina who was super sweet and very helpful!!!",definitely one best forgot mobile packet quick spotted brownie points sabina super sweet,Positive,Timing,Service
Parth Sampat,0 reviews,521 Followers,5.0,,nan,Neutral,General,Food
Rohan Lavsi,0 reviews,57 Followers,5.0,,nan,Neutral,General,Food
Deepshikha Jain,0 reviews,53 Followers,5.0,Takeaway: Had the best South Indian Frappe. Almost tastes like coffee ice-cream. Kundan is extremely patient with order requests and Sabina was very prompt too. Thank you guys.,best south indian almost tastes like coffee kundan extremely patient order requests sabina prompt thank,Positive,Food Quality,Food
Richa Shah,0 reviews,7 Followers,5.0,Very peaceful place to chill with great coffee collection. Love the service and great coffee.,peaceful place chill great coffee love service great,Positive,"Service, Food Quality, Location",Location
Kamlesh Bhambhwani,0 reviews,80 Followers,5.0,"One of the best cafes to open in juhu , really good coffee and hot chocolate, limited menu but everthing in the cafe Is 5star.",one best cafes open juhu really good coffee hot limited menu everthing cafe,Positive,Food Quality,Service
Shiraz,0 reviews,0 Followers,5.0,The coffee in Mumbai @ Yttarra juhu tata road & you get best hospitality by their team here especially the young lady Sabina….wishing Yttarra & all here All The Very Best Always..,coffee mumbai yttarra juhu tata road get best hospitality team especially young lady yttarra best,Positive,Food Quality,Service
Adish,0 reviews,0 Followers,5.0,,nan,Neutral,General,Food
Photo_reviews,0 reviews,0 Followers,1.0,"Great place , great coffee!
Love the place
I stay in Juhu , and this is my go-to place !

The ambience is so earthy , love to have my coffee in midst of plants",great place great love place stay juhu place ambience earthy love coffee midst plants,Positive,"Food Quality, Location",Service
Seher K M,0 reviews,76 Followers,5.0,"Decent food, relaxing ambience. The food is decently priced, nothing is too heavy or oily. Particularly recommend the ""paparoti"". The staff is kind. Our server Sabina was particularly attentive - customised our coffees to our taste preferences.",decent relaxing food decently nothing heavy particularly recommend staff server sabina particularly attentive customised coffees taste,Positive,"Service, Food Quality",Location
Hena,0 reviews,1 Followers,5.0,"We had a fab experience. This place although small, has a very warm vibe. They were gracious enough to accommodate us in the private dining space. Special mention for our server Ms Sabina who gave us top class 5* service. Defo coming back soon for the next round of coffee",fab place although warm gracious enough accommodate us private dining special mention server ms sabina gave us top class defo coming back soon next round coffee,Positive,"Food Quality, Location",Food
Divya Raisharma,0 reviews,0 Followers,5.0,,nan,Neutral,General,Food
Disha,0 reviews,3 Followers,5.0,,nan,Neutral,General,Food
Prateek,0 reviews,1 Followers,5.0,Excellent service by Sabina. Loved the coffee. Tried the Vietnamese Frappe and filter coffee. Cafe is small and quaint.,excellent service loved tried vietnamese frappe filter cafe small,Positive,Service,Service
Pinky Shah,0 reviews,0 Followers,5.0,We visited Ettarra on a lazy Sunday afternoon and it was all worth it.. their filter coffee served with banana crispies was flavourful and authentic. A must visit👍,visited ettarra lazy sunday afternoon worth filter coffee served banana crispies flavourful must,Positive,Food Quality,Location
Tanaz,0 reviews,135 Followers,5.0,Ettarra is small coffee shop in the lobby of a juhu hotel. They have an elaborate menu of South Indian coffee and espresso based drinks. They also do pour overs and drip coffee. I tried their filter coffee and it was great. Sabina took very good care of us and made the coffee to our liking. I would highly recommend.,ettarra small coffee shop lobby juhu elaborate menu south indian coffee espresso based also pour overs drip tried filter coffee sabina took good care us made coffee would highly,Positive,Food Quality,Food
Mitthu Mishti,0 reviews,0 Followers,5.0,"Must try original south indian frappe! Lovely ambience, hygienic and cozy place to spend time with friends and family.. The staff here is very polite, especially Sabina. Banana chips which is authentically good. Close to Juhu beach makes it a perfect spot for some coffee after a beach walk.. gonna visit again!..",must try original south indian lovely hygienic cozy place spend time friends staff especially banana chips authentically close juhu beach makes perfect spot coffee beach gonna visit,Positive,"Service, Food Quality, Location",Food
Preethi Prashanth,0 reviews,0 Followers,5.0,"Sabina was really sweet and kind serving with a good smile makes the service much much better 🤌🏼 best coffee ever 🤌🏼
It’s very. Clean and chick",sabina really sweet kind serving good smile makes service much much better best coffee ever clean chick,Positive,"Service, Food Quality",Service
Anurag Katailiha,0 reviews,0 Followers,5.0,"We had Narital Irish Cream Frappe and Madagascar Hot Chocolate
It was amazing
And the service was superb too
Aaftab, Rushaan served us really well, took all our instructions and served us superb coffees",narital irish cream frappe madagascar hot chocolate amazing service superb rushaan served us really took instructions served us superb coffees,Positive,"Service, Food Quality",Timing
Richie,0 reviews,0 Followers,5.0,,nan,Neutral,General,Food
